NCM,Descrição,Alíquota (%)
03024300;Sardinhas  (Sardina  pilchardus,  Sardinops  spp.,  Sardinella  spp.) (Sardinha   (Sardina   pilchardus)   e   sardinelas   (Sardinops   spp., Sardinella spp.)*), anchoveta (espadilha*) (Sprattus sprattus);0
03024400;Cavalinhas   (Sardas   e   cavalas*)   (Scomber   scombrus,   Scomber australasicus, Scomber japonicus);0
03024500;Carapaus (Trachurus spp.);0
03024600;Bijupirá (Cobia*) (Rachycentron canadum);0
03024700;Espadarte (Xiphias gladius);0
03024910;Espadins, marlins, veleiros (Istiophoridae);0
03024990;Outros;0
03025100;Bacalhau-do-atlântico   (Gadus   morhua),   bacalhau-da-groelândia (Gadus ogac) e bacalhau-do-pacífico (Gadus macrocephalus);0
03025200;Haddock ou lubina (Arinca*) (Melanogrammus aeglefinus);0
03025300;Saithe (Escamudo*) (Pollachius virens);0
03025400;Merluzas (Pescadas*) e abróteas (Merluccius spp., Urophycis spp.);0
03025500;Polaca-do-alasca (Escamudo-do-alasca*) (Theragra chalcogramma);0
03025600;Verdinhos (Micromesistius poutassou, Micromesistius australis);0
03025900;Outros;0
03027100;Tilápias (Oreochromis spp.);0
03027210;Bagre americano (Ictalurus punctatus);0
03027290;Outros;0
03027300;Carpas (Cyprinus  spp., Carassius spp., Ctenopharyngodon  idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.);0
03027400;Enguias (Anguilla spp.);0
03027900;Outros;0
03028100;Cação e outros tubarões;0
03028200;Raias (Rajidae);0
03028310;Merluza negra (Dissostichus eleginoides);0
03028320;Merluza antártica (Dissostichus mawsoni);0
03028400;Robalos (Dicentrarchus spp.);0
03028500;Esparídeos (Sparidae);0
03028910;Pargo (Lutjanus purpureus);0
03028921;Cherne-poveiro (Polyprion americanus);0
03028922;Garoupas (Acanthistius spp.);0
03028923;Esturjão (Acipenser baerii);0
03028924;Peixes-rei (Atherina spp.);0
03028931;Curimatãs (Prochilodus spp.);0
03028932;Tilápias (Tilapia  spp.,  Sarotherodon spp.,  Danakilia  spp.;  seus híbridos);0
03028933;Surubins (Pseudoplatystoma spp.);0
03028934;Traíra (Hoplias malabaricus & H. cf. lacerdae);0
03028935;Piaus (Leporinus spp.);0
03028936;Tainhas (Mugil spp.);0
03028937;Pirarucu (Arapaima gigas);0
03028938;Pescadas (Cynoscion spp.);0
03028941;Piramutaba (Brachyplatystoma vaillantii);0
03028942;Dourada (Brachyplatystoma flavicans);0
03028943;Pacu (Piaractus mesopotamicus);0
03028944;Tambaqui (Colossoma macropomum);0
03028945;Tambacu (híbrido de tambaqui e pacu);0
03028990;Outros;0
03029100;Fígados, ovas e gônadas masculinas;0
03029200;Barbatanas de tubarão;0
03029900;Outros;0
03031100;Salmão-do-pacífico (salmão-vermelho) (Oncorhynchus nerka);0
03031200;Outros        salmões-do-pacífico        (Oncorhynchus        gorbuscha, Oncorhynchus  keta,  Oncorhynchus  tschawytscha,  Oncorhynchus kisutch, Oncorhynchus masou e Oncorhynchus rhodurus);0
03031300;Salmão-do-atlântico  (Salmo  salar)  e  salmão-do-danúbio  (Hucho hucho);0
03031400;Trutas  (Salmo  trutta,  Oncorhynchus mykiss,  Oncorhynchus  clarki, Oncorhynchus   aguabonita,   Oncorhynchus   gilae,   Oncorhynchus apache e Oncorhynchus chrysogaster);0
03031900;Outros;0
03032300;Tilápias (Oreochromis spp.);0
03032410;Bagre americano (Ictalurus punctatus);0
03032490;Outros;0
03032500;Carpas (Cyprinus  spp., Carassius spp., Ctenopharyngodon  idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.);0
03032600;Enguias (Anguilla spp.);0
03032900;Outros;0
03033100;Linguados-gigantes    (Alabotes*)    (Reinhardtius   hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis);0
03033200;Solha (Pleuronectes platessa);0
03033300;Linguados (Solea spp.);0
03033400;Pregado (Psetta maxima);0
03033900;Outros;0
03034100;Albacora-branca (Atum*) (Thunnus alalunga);0
03034200;Albacora-laje (Atum*) (Thunnus albacares);0
03034300;Bonito-listrado (Gaiado*);0
03034400;Albacora-bandolim (Atum*) (Thunnus obesus);0
03034500;Atuns-azuis (Atuns*) (Thunnus thynnus, Thunnus orientalis);0
03034600;Atum-azul do sul (Atum*) (Thunnus maccoyii);0
03034900;Outros;0
03035100;Arenques (Clupea harengus, Clupea pallasii);0
03035300;Sardinhas  (Sardina  pilchardus,  Sardinops  spp.,  Sardinella  spp.) (Sardinha   (Sardina   pilchardus)   e   sardinelas   (Sardinops   spp., Sardinella spp.)*), anchoveta (espadilha*) (Sprattus sprattus);0
03035400;Cavalinhas   (Sardas   e   cavalas*)   (Scomber   scombrus,   Scomber australasicus, Scomber japonicus);0
03035500;Carapaus (Trachurus spp.);0
03035600;Bijupirá (Cobia*) (Rachycentron canadum);0
03035700;Espadarte (Xiphias gladius);0
03035910;Espadins, marlins, veleiros (Istiophoridae);0
03035920;Anchoita (Engraulis anchoita);0
03035990;Outros;0
03036300;Bacalhau-do-atlântico   (Gadus   morhua),   bacalhau-da-groelândia (Gadus ogac) e bacalhau-do-pacífico (Gadus macrocephalus);0
03036400;Haddock ou lubina (Arinca*) (Melanogrammus aeglefinus);0
03036500;Saithe (Escamudo*) (Pollachius virens);0
03036600;Merluzas (Pescadas*) e abróteas (Merluccius spp., Urophycis spp.);0
03036700;Polaca-do-alasca (Escamudo-do-alasca*) (Theragra chalcogramma);0
03036800;Verdinhos (Micromesistius poutassou, Micromesistius australis);0
03036910;Merluza rosada (Macruronus magellanicus);0
03036990;Outros;0
03038111;Inteiro;0
03038112;Eviscerado, sem cabeça e sem barbatanas;0
03038113;Em pedaços, com pele;0
03038114;Em pedaços, sem pele;0
03038119;Outros;0
03038190;Outros;0
03038200;Raias (Rajidae);0
03038311;Evisceradas, sem cabeça e sem cauda;0
03038319;Outras;0
03038321;Evisceradas, sem cabeça e sem cauda;0
03038329;Outras;0
03038400;Robalos (Dicentrarchus spp.);0
03038910;Corvina (Micropogonias furnieri);0
03038920;Pescadas (Cynoscion spp.);0
03038932;Pargo (Lutjanus purpureus);0
03038933;Peixe-sapo (Lophius gastrophysus);0
03038941;Cherne-poveiro (Polyprion americanus);0
03038942;Garoupas (Acanthistius spp.);0
03038943;Tainhas (Mugil spp.);0
03038944;Esturjões     (Acipenser     baerii,     Acipenser     gueldenstaedtii, Acipenser persicus, Acipenser stellatus);0
03038945;Peixes-rei (Atherina spp.);0
03038946;Nototenias (Patagonotothen spp.);0
03038951;Curimatãs (Prochilodus spp.);0
03038952;Tilápias (Tilapia  spp.,  Sarotherodon spp.,  Danakilia  spp.;  seus híbridos);0
03038953;Surubins (Pseudoplatystoma spp.);0
03038954;Traíra (Hoplias malabaricus & H. cf. lacerdae);0
03038955;Piaus (Leporinus spp.);0
03038956;Pirarucu (Arapaima gigas);0
03038961;Piramutaba (Brachyplatystoma vaillantii);0
03038962;Dourada (Brachyplatystoma flavicans);0
03038963;Pacu (Piaractus mesopotamicus);0
03038964;Tambaqui (Colossoma macropomum);0
03038965;Tambacu (híbrido de tambaqui e pacu);0
03038990;Outros;0
03039100;Fígados, ovas e gônadas masculinas;0
03039200;Barbatanas de tubarão;0
03039910;Cabeças de Merluza negra (Dissostichus eleginoides);0
03039920;Cabeças de Merluza antártica (Dissostichus mawsoni);0
03039990;Outros;0
03043100;Tilápias (Oreochromis spp.);0
03043210;Bagre americano (Ictalurus punctatus);0
03043290;Outros;0
03043300;Perca-do-nilo (Lates niloticus);0
03043900;Outros;0
03044100;Salmões-do-pacífico      (Oncorhynchus      nerka,      Oncorhynchus gorbuscha,    Oncorhynchus    keta,    Oncorhynchus    tschawytscha, Oncorhynchus   kisutch,   Oncorhynchus   masou   e   Oncorhynchus rhodurus),  salmão-do-atlântico (Salmo  salar) e salmão-do-danúbio (Hucho hucho);0
03044200;Trutas  (Salmo  trutta,  Oncorhynchus mykiss,  Oncorhynchus  clarki, Oncorhynchus   aguabonita,   Oncorhynchus   gilae,   Oncorhynchus apache e Oncorhynchus chrysogaster);0
03044300;Peixes chatos (Pleuronectidae,  Bothidae,  Cynoglossidae,  Soleidae, Scophthalmidae e Citharidae);0
03044400;Peixes   das   famílias  Bregmacerotidae,  Euclichthyidae,   Gadidae, Macrouridae,       Melanonidae,       Merlucciidae,       Moridae       e Muraenolepididae;0
03044500;Espadarte (Xiphias gladius);0
03044600;Merluza negra e merluza antártica (Marlongas*) (Dissostichus spp.);0
03044700;Cação e outros tubarões;0
03044800;Raias (Rajidae);0
03044910;Cherne-poveiro (Polyprion americanus);0
03044920;Garoupas (Acanthistius spp.);0
03044990;Outros;0
03045100;Tilápias (Oreochromis spp.), bagres (peixes-gato*) (Pangasius spp., Silurus  spp.,  Clarias  spp.,  Ictalurus  spp.),  carpas  (Cyprinus  spp., Carassius   spp.,   Ctenopharyngodon   idellus,   Hypophthalmichthys spp., Cirrhinus  spp., Mylopharyngodon piceus, Catla catla,  Labeo spp.,   Osteochilus   hasselti,   Leptobarbus   hoeveni,   Megalobrama spp.),  enguias  (Anguilla  spp.),  perca-do-nilo  (Lates  niloticus)  e peixes cabeça-de-serpente (Channa spp.);0
03045200;Salmonídeos;0
03045300;Peixes   das   famílias  Bregmacerotidae,  Euclichthyidae,   Gadidae, Macrouridae,       Melanonidae,       Merlucciidae,       Moridae       e Muraenolepididae;0
03045400;Espadarte (Xiphias gladius);0
03045500;Merluza negra e merluza antártica (Marlongas*) (Dissostichus spp.);0
03045600;Cação e outros tubarões;0
03045700;Raias (Rajidae);0
03045900;Outros;0
03046100;Tilápias (Oreochromis spp.);0
03046210;Bagre americano (Ictalurus punctatus);0
03046290;Outros;0
03046300;Perca-do-nilo (Lates niloticus);0
03046900;Outros;0
03047100;Bacalhau-do-atlântico   (Gadus   morhua),   bacalhau-da-groelândia (Gadus ogac) e bacalhau-do-pacífico (Gadus macrocephalus);0
03047200;Haddock ou lubina (Arinca*) (Melanogrammus aeglefinus);0
03047300;Saithe (Escamudo*) (Pollachius virens);0
03047400;Merluzas (Pescadas*) e abróteas (Merluccius spp., Urophycis spp.);0
03047500;Polaca-do-alasca (Escamudo-do-alasca*) (Theragra chalcogramma);0
03047900;Outros;0
03048100;Salmões-do-pacífico      (Oncorhynchus      nerka,      Oncorhynchus gorbuscha,    Oncorhynchus    keta,    Oncorhynchus    tschawytscha, Oncorhynchus   kisutch,   Oncorhynchus   masou   e   Oncorhynchus rhodurus),  salmão-do-atlântico (Salmo  salar) e salmão-do-danúbio (Hucho hucho);0
03048200;Trutas  (Salmo  trutta,  Oncorhynchus mykiss,  Oncorhynchus  clarki, Oncorhynchus   aguabonita,   Oncorhynchus   gilae,   Oncorhynchus apache e Oncorhynchus chrysogaster);0
03048300;Peixes chatos (Pleuronectidae,  Bothidae,  Cynoglossidae,  Soleidae, Scophthalmidae e Citharidae);0
03048400;Espadarte (Xiphias gladius);0
03048510;Merluza negra (Dissostichus eleginoides);0
03048520;Merluza antártica (Dissostichus mawsoni);0
03048600;Arenques (Clupea harengus, Clupea pallasii);0
03048700;Atuns  (do  gênero  Thunnus),  bonito-listrado  (gaiado*)  (Euthynnus (Katsuwonus) pelamis);0
03048810;Tubarão-azul (Prionace glauca);0
03048890;Outros;0
03048910;Pargo (Lutjanus purpureus);0
03048920;Cherne-poveiro (Polyprion americanus);0
03048930;Garoupas (Acanthistius spp.);0
03048990;Outros;0
03049100;Espadarte (Xiphias gladius);0
03049211;Bochechas (cheeks);0
03049212;Colares (collars);0
03049219;Outros;0
03049221;Bochechas (cheeks);0
03049222;Colares (collars);0
03049229;Outros;0
03049300;Tilápias (Oreochromis spp.), bagres (peixes-gato*) (Pangasius spp., Silurus  spp.,  Clarias  spp.,  Ictalurus  spp.),  carpas  (Cyprinus  spp., Carassius   spp.,   Ctenopharyngodon   idellus,   Hypophthalmichthys spp., Cirrhinus  spp., Mylopharyngodon piceus, Catla catla,  Labeo spp.,   Osteochilus   hasselti,   Leptobarbus   hoeveni,   Megalobrama spp.),  enguias  (Anguilla  spp.),  perca-do-nilo  (Lates  niloticus)  e peixes cabeça-de-serpente (Channa spp.);0
03049400;Polaca-do-alasca (Escamudo-do-alasca*) (Theragra chalcogramma);0
03049500;Peixes   das   famílias  Bregmacerotidae,  Euclichthyidae,   Gadidae, Macrouridae,       Melanonidae,       Merlucciidae,       Moridae       e Muraenolepididae,    exceto    a    polaca-do-alasca    (escamudo-do- alasca*) (Theragra chalcogramma);0
03049600;Cação e outros tubarões;0
03049700;Raias (Rajidae);0
03049900;Outros;0
03051000;Farinhas, pós e pellets, de peixe, próprios para alimentação humana;0
03052000;Fígados,  ovas  e  gônadas  masculinas,  de  peixes,  secos,  defumados (fumados), salgados ou em salmoura;0
03053100;Tilápias (Oreochromis spp.), bagres (peixes-gato*) (Pangasius spp., Silurus  spp.,  Clarias  spp.,  Ictalurus  spp.),  carpas  (Cyprinus  spp., Carassius   spp.,   Ctenopharyngodon   idellus,   Hypophthalmichthys spp., Cirrhinus  spp., Mylopharyngodon piceus, Catla catla,  Labeo spp.,   Osteochilus   hasselti,   Leptobarbus   hoeveni,   Megalobrama spp.),  enguias  (Anguilla  spp.),  perca-do-nilo  (Lates  niloticus)  e peixes cabeça-de-serpente (Channa spp.);0
03053210;Bacalhau-do-atlântico  (Gadus   morhua),  bacalhau-da-groelândia (Gadus ogac) e bacalhau-do-pacífico (Gadus macrocephalus);0
03053220;Saithe (Pollachius virens);0
03053230;Ling (Molva molva) e zarbo (Brosme brosme);0
03053290;Outros;0
03053900;Outros;0
03054100;Salmões-do-pacífico      (Oncorhynchus      nerka,      Oncorhynchus gorbuscha,    Oncorhynchus    keta,    Oncorhynchus    tschawytscha, Oncorhynchus   kisutch,   Oncorhynchus   masou   e   Oncorhynchus rhodurus),  salmão-do-atlântico (Salmo  salar) e salmão-do-danúbio (Hucho hucho);5
03054200;Arenques (Clupea harengus, Clupea pallasii);5
03054300;Trutas  (Salmo  trutta,  Oncorhynchus mykiss,  Oncorhynchus  clarki, Oncorhynchus   aguabonita,   Oncorhynchus   gilae,   Oncorhynchus apache e Oncorhynchus chrysogaster);0
03054400;Tilápias (Oreochromis spp.), bagres (peixes-gato*) (Pangasius spp., Silurus  spp.,  Clarias  spp.,  Ictalurus  spp.),  carpas  (Cyprinus  spp., Carassius   spp.,   Ctenopharyngodon   idellus,   Hypophthalmichthys spp., Cirrhinus  spp., Mylopharyngodon piceus, Catla catla,  Labeo spp.,   Osteochilus   hasselti,   Leptobarbus   hoeveni,   Megalobrama spp.),  enguias  (Anguilla  spp.),  perca-do-nilo  (Lates  niloticus)  e peixes cabeça-de-serpente (Channa spp.);0
03054910;Bacalhau-do-atlântico  (Gadus   morhua),  bacalhau-da-groelândia (Gadus ogac) e bacalhau-do-pacífico (Gadus macrocephalus);5
03054920;Saithe  (Pollachius  virens),  ling  (Molva  molva)  e  zarbo  (Brosme brosme);0
03054990;Outros;0
03055100;Bacalhau-do-atlântico   (Gadus   morhua),   bacalhau-da-groelândia (Gadus ogac) e bacalhau-do-pacífico (Gadus macrocephalus);5
03055200;Tilápias (Oreochromis spp.), bagres (peixes-gato*) (Pangasius spp., Silurus  spp.,  Clarias  spp.,  Ictalurus  spp.),  carpas  (Cyprinus  spp., Carassius   spp.,   Ctenopharyngodon   idellus,   Hypophthalmichthys spp., Cirrhinus  spp., Mylopharyngodon piceus, Catla catla,  Labeo spp.,   Osteochilus   hasselti,   Leptobarbus   hoeveni,   Megalobrama spp.),  enguias  (Anguilla  spp.),  perca-do-nilo  (Lates  niloticus)  e peixes cabeça-de-serpente (Channa spp.);5
03055310;Bacalhau  polar  (Boreogadus  saida),  saithe  (Pollachius  virens), ling (Molva molva), ling azul (Molva dypterygia), zarbo (Brosme brosme),  abrotea-do-alto  (Urophycis  blennoides)  e  haddock  ou lubina (Melanogrammus aeglefinus);5
03055390;Outros;5
03055400;Arenques     (Clupea     harengus,     Clupea     pallasii),     anchovas (biqueirões*)   (Engraulis   spp.),   sardinhas   (Sardina   pilchardus, Sardinops  spp.,  Sardinella  spp.)  (sardinha  (Sardina  pilchardus)  e sardinelas     (Sardinops     spp.,     Sardinella     spp.)*),     anchoveta (espadilha*)  (Sprattus  sprattus),   cavalinhas   (sardas  e  cavalas*) (Scomber  scombrus,  Scomber  australasicus,  Scomber  japonicus), cavalas-do-índico (Rastrelliger spp.), serras (Scomberomorus spp.), carapaus (Trachurus  spp.),  xaréus (Caranx spp.), bijupirá  (cobia*) (Rachycentron     canadum),     pampos-prateado     (Pampus     spp.), agulhão-do-japão   (Cololabis   saira),   charros   (Decapterus   spp.), capelim  (Mallotus  villosus),  espadarte  (Xiphias  gladius),  merma- oriental (Euthynnus affinis), bonitos (Sarda spp.), espadins, marlins, veleiros (Istiophoridae);5
03055900;Outros;5
03056100;Arenques (Clupea harengus, Clupea pallasii);5
03056200;Bacalhau-do-atlântico   (Gadus   morhua),   bacalhau-da-groelândia (Gadus ogac) e bacalhau-do-pacífico (Gadus macrocephalus);5
03056300;Anchovas (Biqueirões*) (Engraulis spp.);0
03056400;Tilápias (Oreochromis spp.), bagres (peixes-gato*) (Pangasius spp., Silurus  spp.,  Clarias  spp.,  Ictalurus  spp.),  carpas  (Cyprinus  spp., Carassius   spp.,   Ctenopharyngodon   idellus,   Hypophthalmichthys spp., Cirrhinus  spp., Mylopharyngodon piceus, Catla catla,  Labeo spp.,   Osteochilus   hasselti,   Leptobarbus   hoeveni,   Megalobrama spp.),  enguias  (Anguilla  spp.),  perca-do-nilo  (Lates  niloticus)  e peixes cabeça-de-serpente (Channa spp.);0
03056910;Saithe  (Pollachius  virens),  ling  (Molva  molva)  e  zarbo  (Brosme brosme);0
03056990;Outros;0
03057100;Barbatanas de tubarão;0
03057200;Cabeças, caudas e bexigas-natatórias, de peixes;5
03057900;Outros;5
03061110;Inteiras;0
03061190;Outras;0
03061200;Lavagantes (Homarus spp.);0
03061400;Caranguejos;0
03061500;Lagosta norueguesa (Lagostim*) (Nephrops norvegicus);0
03061610;Inteiros;0
03061690;Outros;0
03061710;Inteiros;0
03061790;Outros;0
03061910;Krill (Euphausia superba);0
03061990;Outros;0
03063100;Lagostas (Palinurus spp., Panulirus spp., Jasus spp.);0
03063200;Lavagantes (Homarus spp.);0
03063300;Caranguejos;0
03063400;Lagosta norueguesa (Lagostim*) (Nephrops norvegicus);0
03063500;Camarões de água fria (Pandalus spp., Crangon crangon);0
03063600;Outros camarões;0
03063910;Lagosta de água doce (Cherax quadricarinatus);0
03063990;Outros;0
03069100;Lagostas (Palinurus spp., Panulirus spp., Jasus spp.);0
03069200;Lavagantes (Homarus spp.);0
03069300;Caranguejos;0
03069400;Lagosta norueguesa (Lagostim*) (Nephrops norvegicus);0
03069500;Camarões;0
03069910;Lagosta de água doce (Cherax quadricarinatus);0
03069990;Outros;0
03071100;Vivas, frescas ou refrigeradas;0
03071200;Congeladas;0
03071900;Outras;0
03072100;Vivos, frescos ou refrigerados;0
03072200;Congelados;0
03072900;Outros;0
03073100;Vivos, frescos ou refrigerados;0
03073200;Congelados;0
03073900;Outros;0
03074200;Vivas, frescas ou refrigeradas;0
03074310;Lulas;0
03074320;Sépias;0
03074900;Outras;0
03075100;Vivos, frescos ou refrigerados;0
03075200;Congelados;0
03075900;Outros;0
03076000;Caracóis, exceto os do mar;0
03077100;Vivos, frescos ou refrigerados;0
03077200;Congelados;0
03077900;Outros;0
03078100;Abalones   (Orelhas-do-mar*)   (Haliotis   spp.)   vivos,   frescos   ou refrigerados;0
03078200;Estrombos (Strombus spp.) vivos, frescos ou refrigerados;0
03078300;Abalones (Orelhas-do-mar*) (Haliotis spp.) congelados;0
03078400;Estrombos (Strombus spp.) congelados;0
03078700;Outros abalones (Outras orelhas-do-mar*) (Haliotis spp.);0
03078800;Outros estrombos (Strombus spp.);0
03079100;Vivos, frescos ou refrigerados;0
03079200;Congelados;0
03079900;Outros;0
03081100;Vivos, frescos ou refrigerados;0
03081200;Congelados;0
03081900;Outros;0
03082100;Vivos, frescos ou refrigerados;0
03082200;Congelados;0
03082900;Outros;0
03083000;Medusas (águas-vivas) (Rhopilema spp.);0
03089000;Outros;0
04011010;Leite UHT (Ultra High Temperature);NT
04011090;Outros;NT
